STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,animals,Live animals,month,Month,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2015,,177.44,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2016,,183.62,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2017,,180.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2018,,184.13,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2019,,183.85,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2020,,158.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2021,,159.24,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2022,,137.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2023,,114.83,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AL,Albania,2024,,104.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2015,,2845.45,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2016,,2792.80,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2017,,2820.08,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2018,,2776.57,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2019,,2773.23,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2020,,2806.46,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2021,,2785.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2022,,2650.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2023,,2516.46,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),AT,Austria,2024,,2534.44,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2015,,564.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2016,,545.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2017,,548.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2018,,542.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2019,,543.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2020,,547.00,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2021,,569.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2022,,471.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BA,Bosnia and Herzegovina,2023,,400.67,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2015,,6364.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2016,,6176.58,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2017,,6108.08,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2018,,6209.13,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2019,,6085.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2020,,6218.27,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2021,,6042.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2022,,5751.18,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2023,,5380.02,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BE,Belgium,2024,,5375.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2015,,600.07,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2016,,616.43,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2017,,593.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2018,,654.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2019,,491.81,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2020,,592.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2021,,694.66,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2022,,601.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2023,,724.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),BG,Bulgaria,2024,,700.78,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2015,,1494.13,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2016,,1442.33,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2017,,1419.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2018,,1393.19,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2019,,1354.03,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2020,,1315.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2021,,1371.44,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2022,,1352.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2023,,1315.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CH,Switzerland,2024,,1296.91,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2015,,358.06,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2016,,352.61,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2017,,350.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2018,,362.05,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2019,,351.76,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2020,,359.06,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2021,,360.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2022,,330.87,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2023,,309.76,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CY,Cyprus,2024,,309.79,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2015,,1555.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2016,,1479.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2017,,1531.69,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2018,,1507.58,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2019,,1508.91,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2020,,1546.02,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2021,,1493.44,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2022,,1328.82,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2023,,1362.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2024,,1421.82,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2015,,27652.42,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2016,,27376.06,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2017,,27577.57,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2018,,26445.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2019,,26053.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2020,,26069.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2021,,23762.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2022,,21366.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2023,,21223.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DE,Germany,2024,,21292.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2015,,12702.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2016,,12281.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2017,,12832.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2018,,12642.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2019,,12728.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2020,,13391.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2021,,13152.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2022,,11541.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2023,,11368.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2024,,11583.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2015,,304.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2016,,265.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2017,,289.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2018,,290.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2019,,301.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2020,,316.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2021,,308.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2022,,269.38,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2023,,274.96,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2024,,283.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2015,,877.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2016,,743.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2017,,744.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2018,,721.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2019,,733.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2020,,743.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2021,,758.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2022,,741.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2023,,771.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EL,Greece,2024,,786.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2015,,28367.34,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2016,,29231.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2017,,29971.36,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2018,,30804.10,,p,provisional,,
