STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,animals,Live animals,month,Month,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2022,,117.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2023,,121.02,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),CZ,Czechia,2024,,125.92,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2015,,1998.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2016,,1933.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2017,,1929.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2018,,1854.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2019,,1806.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2020,,1714.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2021,,1602.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2022,,1415.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2023,,1414.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DE,Germany,2024,,1420.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2015,,1248.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2016,,1247.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2017,,1270.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2018,,1254.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2019,,1254.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2020,,1286.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2021,,1245.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2022,,1128.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2023,,1142.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),DK,Denmark,2024,,1169.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2015,,25.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2016,,25.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2017,,26.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2018,,24.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2019,,26.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2020,,27.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2021,,26.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2022,,22.72,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2023,,24.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EE,Estonia,2024,,23.61,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2015,,148.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2016,,114.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2017,,107.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2018,,96.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2019,,99.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2020,,92.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2021,,110.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2022,,101.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2023,,90.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EL,Greece,2024,,101.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2015,,2504.51,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2016,,2448.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2017,,2485.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2018,,2529.42,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2019,,2603.82,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2020,,2666.49,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2021,,2712.47,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2022,,2690.31,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2023,,2789.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),ES,Spain,2024,,2636.58,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2015,,10439.35,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2016,,10161.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2017,,10259.48,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2018,,10066.08,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2019,,10129.89,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2015,,11927.49,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2016,,11652.39,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2017,,11805.81,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2018,,11435.57,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2019,,11479.98,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2015,,12368.05,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2016,,12085.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2017,,12225.37,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2018,,11823.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2019,,11847.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2015,,11989.05,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2016,,11703.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2017,,11850.37,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2018,,11446.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2019,,11473.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2020,,11416.08,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2021,,11035.18,,bp,"break in time series, provisional",,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2022,,10537.03,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2023,,10646.49,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2024,,10341.46,,b,break in time series,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2015,,12490.05,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2016,,12208.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2017,,12353.37,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2018,,11948.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2019,,11975.09,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2015,,117.80,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2016,,109.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2017,,100.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2018,,96.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2019,,93.50,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2020,,89.80,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2021,,94.00,,b,break in time series,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2022,,85.44,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2023,,84.94,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FI,Finland,2024,,83.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2015,,1021.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2016,,994.00,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2017,,1007.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2018,,1026.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2019,,992.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2020,,979.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2021,,941.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2022,,880.01,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2023,,859.66,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),FR,France,2024,,843.54,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2015,,122.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2016,,123.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2017,,128.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2018,,125.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2019,,128.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2020,,113.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2021,,107.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2022,,87.00,,b,break in time series,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2023,,87.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2024,,92.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2015,,289.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2016,,258.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2017,,254.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2018,,261.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2019,,234.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2020,,246.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3120_3133,Breeding pigs,M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2021,,243.00,,,,,
